id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
168,SATACT,The student wants to specify why historians believe Abele designed most of Duke’s campus buildings. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Given that most of the buildings on Duke’s campus feature architectural styles that Abele had studied in Europe, historians believe Abele is the one who designed them.","Though Abele wasn’t formally credited at the time, historians believe he designed most of the buildings on Duke’s campus.","Most of Duke’s campus buildings, which were designed by a firm Abele worked for, were designed in the Gregorian and neo-Gothic architectural styles.","Abele, an architect who studied Gregorian and neo-Gothic architecture in Europe, is believed to have designed most of the buildings on Duke’s campus.",0.36,"[-72.03889528985746, -37.31940410011521, -47.52205556877743, -54.51555990344059]",1,0,0.9268423,1.0,2.531,0.0,3.472,B,C,False
169,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,they,one,you,it,0.36,"[-17.101449966430664, -13.569374084472656, -15.2255220413208, -13.021748542785645]",3,0,0.9985035,0.25,0.318,0.0,0.408,D,A,False
170,SATACT,Which choice completes the text with the most logical and precise word or phrase?,involuntarily,beneficially,strenuously,smoothly,0.36,"[-28.0634645819664, -37.66345715522766, -30.692310571670532, -48.9822940826416]",0,0,0.9999999,0.0,1.619,0.0,2.092,A,D,False
171,SATACT,Which choice most logically completes the text?,rail systems should offer fewer long-haul routes and airlines should offer more long-haul routes.,rail systems may need to schedule additional trains for these routes.,"security, baggage handling, and boarding procedures used by airlines may need to be implemented for rail systems.",passengers who travel by rail for these routes will need to accept that lead times will be similar to those for air travel.,0.36,"[-55.856232861056924, -53.05458179116249, -58.64710697904229, -88.0997352451086]",1,1,1.0,0.0,2.821,0.0,3.505,B,C,False
172,SATACT,Which choice best describes the overall structure of the text?,It introduces an artist and then explains some common characteristics of well-known paintings by that artist.,It explains a specific painting technique and then provides examples of artists who use the technique.,It describes a famous painting and then compares it to a lesser-known painting from the same time period.,It gives an opinion on an artist and then suggests multiple reasons why the artist’s work has been largely overlooked.,0.36,"[-71.34942251443863, -61.688191935420036, -58.73382226610556, -87.48853365285322]",2,0,0.9215132,1.0,2.244,0.0,2.875,C,B,False
173,SATACT,Which choice completes the text with the most logical transition?,"Alternatively,","Specifically,","For example,","As a result,",0.36,"[-12.72773663699627, -15.042865857481956, -13.386542946100235, -15.743409395217896]",0,0,1.0,0.25,0.243,1.0,0.302,A,D,False
174,SATACT,Which choice best states the main idea of the text?,Medina-Alcaide and her team’s study demonstrated that fireplaces were essential to the creators of Paleolithic cave art.,Medina-Alcaide and her team discovered that Paleolithic cave artists in Spain used animal-fat lamps more often than they used torches.,Medina-Alcaide and her team were reluctant to draw many conclusions from their study because of the difficulty they had replicating light sources based on known artifacts.,Medina-Alcaide and her team tested Paleolithic light sources and learned some details about how Paleolithic artists traveled within dark caves.,0.36,"[-76.2438814365305, -67.3139163396554, -101.11885647944291, -93.60380202787928]",1,3,0.92458546,0.75,2.688,0.0,3.38,B,C,False
175,SATACT,Which choice completes the text with the most logical transition?,"in addition,","lastly,","granted,","for instance,",0.36,"[-19.636260509490967, -20.448835477232933, -35.79011034965515, -18.13158866763115]",3,3,1.0,0.0,1.429,0.0,1.766,D,A,False
176,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,silica glass is at a significant disadvantage due to its more dispersed atomic arrangement:,"silica glass has a more dispersed atomic arrangement, resulting in a significant disadvantage:",a significant disadvantage of silica glass is that its atomic arrangement is more dispersed:,"silica glass's atomic arrangement is more dispersed, resulting in a significant disadvantage:",0.36,"[-58.83548927307129, -63.492125602439046, -55.31867680512369, -65.92129277996719]",2,3,0.9280405,1.0,0.821,1.0,1.06,C,B,False
177,SATACT,"Which finding, if true, would most directly support the team’s idea?","On average, participants found most of the purple wings and blue wings and far fewer of the iridescent wings.","On average, participants found the iridescent wings faster than they found the purple wings or blue wings.",Some participants reported that the purple wings were easier to see than the blue wings.,Some participants successfully found all of the wings on the leaves.,0.36,"[-50.931210553622805, -48.72925028344616, -29.420845702290535, -39.14411149919033]",2,0,0.9118611,1.0,1.707,0.0,2.151,C,B,False
178,SATACT,Which choice completes the text with the most logical and precise word or phrase?,occupy,hoard,reserve,obtain,0.36,"[-31.38369083404541, -33.7611722946167, -32.75486183166504, -33.898189544677734]",0,3,0.9983859,0.0,0.201,1.0,0.251,A,D,False
179,SATACT,Which choice completes the text with the most logical transition?,"Consequently,","Alternatively,","Ultimately,","Additionally,",0.36,"[-51.37949142605066, -13.70458522439003, -13.344723403453827, -15.30439430475235]",2,2,1.0,0.0,3.23,1.0,3.803,C,B,False
180,SATACT,Which choice completes the text with the most logical and precise word or phrase?,intriguing,obvious,accidental,observable,0.36,"[-55.477670669555664, -32.595571517944336, -36.2119255065918, -50.62296485900879]",1,2,0.9997359,0.0,1.913,0.0,2.288,B,C,False
181,SATACT,Which choice best states the main idea of the text?,Rhoden and colleagues were the first to confirm that several of Saturn’s moons contain hidden oceans.,Research has failed to identify signs that there is an ocean hidden beneath the surface of Mimas.,Rhoden and colleagues created a new computer model that identifies moons with hidden oceans without needing to analyze the moons’ rotation.,Research has revealed that an oddity in the rotation of Mimas could be explained by an ocean hidden beneath its surface.,0.36,"[-76.04298306518467, -47.22503792174393, -99.58279036468593, -52.60637842467986]",1,3,0.9313814,1.0,4.157,0.0,5.236,B,C,False
182,SATACT,"Which finding from the students’ study, if true, would most strongly support Tannen’s hypothesis?","On average, participants perceived commentators in the debate as more knowledgeable about the issue than commentators in the panel.","On average, participants perceived commentators in the panel as more knowledgeable about the issue than the single commentator.","On average, participants who watched the panel correctly answered more questions about the issue than those who watched the debate or the single commentator did.","On average, participants who watched the single commentator correctly answered more questions about the issue than those who watched the debate did.",0.36,"[-46.29887437261641, -51.533383609727025, -63.499755622819066, -56.00964635051787]",0,2,0.92455745,1.0,1.262,0.0,1.72,A,D,False
183,SATACT,"Which quotation from an article about Echelman’s sculptures, if true, would most effectively illustrate this ""However, while her sculptures appear as delicate as a breeze, they are actually very durable."" claim?",“Echelman uses a special program that makes a 3D model of the sculpture.”,"“The first part of planning a new sculpture is done using paper and pencil, and then a digital program is used to finalize the design.”",“The materials that Echelman uses to build her sculptures are both flexible and strong.”,“Each sculpture is designed to reflect local landmarks from the area in which it is eventually installed.”,0.36,"[-70.37927470356226, -110.47892935946584, -65.89886066550389, -89.24639010801911]",2,2,1.0,1.0,3.524,0.0,4.458,C,B,False
184,SATACT,"Which finding, if true, would most directly support the researchers' hypothesis?",Other species in the Velloziaceae family are found in terrains with more soil but have root structures similar to those of B. tomentosa and B. macrantha.,"Though B. tomentosa and B. macrantha both secrete citric and malic acids, each species produces the acids in different proportions.",The roots of B. tomentosa and B. macrantha carve new entry points into rocks even when cracks in the surface are readily available.,B. tomentosa and B. macrantha thrive even when transferred to the surfaces of rocks that do not contain phosphates.,0.36,"[-73.92435704465606, -54.18673466281325, -82.1732064847165, -61.65979957357922]",1,2,0.89188224,1.0,2.161,0.0,2.799,B,C,False
185,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"biologist, Yuree Lee","biologist Yuree Lee,",biologist Yuree Lee,"biologist, Yuree Lee,",0.36,"[-66.67929816246033, -60.77709674835205, -59.27698373794556, -67.792755484581]",2,2,0.99999994,0.0,0.733,0.0,0.852,C,B,False
186,SATACT,"Which choice best describes the function of this 'Fires said we were home, we had drawn the circle, we were safe through the night.' portion in the text as a whole?",It illustrates that a fire provides comfort beyondphysical warmth.,It summarizes the information that came before it in the text.,It explains that the house remains cold even insummer.,It suggests that the author feels comfortable inher home with or without a fire.,0.24,"[-61.358171343803406, -47.67188411951065, -63.53998589515686, -72.5811760276556]",1,0,0.8523238,1.0,1.783,0.0,2.491,B,C,False
187,SATACT,Which choice completes the text with the most logical and precise word or phrase?,preventable,undeniable,common,concerning,0.24,"[-39.55709648132324, -51.46461296081543, -14.784297943115234, -33.88569641113281]",2,0,0.8773805,0.0,2.649,0.0,3.668,C,B,False
188,SATACT,Which choice completes the text with the most logical and precise word or phrase?,a prudently,an overtly,a cordially,an inadvertently,0.24,"[-24.967224597930908, -21.015357971191406, -25.396938800811768, -22.42248249053955]",1,1,0.99999994,1.0,0.362,0.0,0.438,B,C,False
189,SATACT,"Which finding, if true, would most directly support Paredes’s argument?","The folklore that the ethnographers collected included several songs written in the form of a décima, a type of poem originating in late sixteenth-century Spain.",Much of the folklore that the ethnographers collected had similar elements from region to region.,Most of the folklore that the ethnographers collected was previously unknown to scholars.,Most of the folklore that the ethnographers collected consisted of corridos—ballads about history and social life—of a clearly recent origin.,0.24,"[-103.2516277714385, -52.31994271071744, -43.39815938472748, -104.48713325476274]",2,3,0.90336186,0.75,5.637,0.0,6.109,C,B,False
190,SATACT,"Which finding, if true, would most directly support Gómez-Bahamón and her team’s hypothesis? ","The feathers located on the wings of the migratory fork-tailed flycatchers have a narrower shape than those of the nonmigratory birds, which allows them to fly long distances.","Over several generations, the sound made by the feathers of migratory male fork-tailed flycatchers grows progressively higher pitched relative to that made by the feathers of nonmigratory males. ",Fork-tailed flycatchers communicate different messages to each other depending on whether their feathers create high-pitched or low-pitched sounds. ,The breeding habits of the migratory and nonmigratory fork-tailed flycatchers remained generally the same over several generations. ,0.24,"[-80.66121070389636, -67.6336143509252, -83.48776989313774, -61.35102428731625]",3,1,0.9093439,1.0,1.824,0.0,2.214,D,A,False
191,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English? ,"described, from hair to grass to sculptures","described, from hair to grass to sculptures— ","described—from hair to grass to sculptures, ",described: from hair to grass to sculptures ,0.24,"[-56.78231108188629, -66.79412293434143, -65.92346489429474, -66.07543045282364]",0,1,0.97455764,1.0,0.824,0.0,1.001,A,D,False
192,SATACT,Which choice best states the main purpose of the text?,To compare basketball with other sports,To provide details of how to play basketball,To state how players will be chosen for the basketball team,To explain why the narrator thinks she might make the basketball team,0.24,"[-33.179488837718964, -37.80845630168915, -56.180570900440216, -50.86580082774162]",0,3,0.863005,0.75,1.871,0.0,2.3,A,D,False
193,SATACT,Which choice completes the text with the most logical and precise word or phrase?,conceptualize,neglect,illustrate,overcome,0.24,"[-36.205065965652466, -35.84564781188965, -53.37725639343262, -30.147997856140137]",3,3,1.0,0.0,1.74,0.0,2.323,D,A,False
194,SATACT,"At point [4], the writer is considering adding the following true statement: ""I have many photo albums, and each one includes pictures of my father in various poses."" Should the writer make this addition here?","Yes, because it informs the reader that the photograph he describes in the preceding sentence is not the only one he has of his father.","Yes, because it informs the reader that the writer is more than an amateur photographer.","No, because it contradicts the writer's claim that the photograph he describes in the preceding sentence is one he also treasures.","No, because it distracts the reader from the main focus of the paragraph and does not logically fit at this point in the essay.",0.24,"[-60.54626543819904, -45.51612225174904, -72.25608047097921, -63.93613284919411]",1,3,0.8887805,1.0,1.935,0.0,2.674,B,C,False
195,SATACT,Which choice completes the text with the most logical and precise word or phrase?,widespread,careful,unintended,infrequent,0.24,"[-32.1571569442749, -34.16424369812012, -52.00571632385254, -19.98546838760376]",3,0,0.82481015,0.0,2.286,0.0,3.202,D,A,False
196,SATACT,Which choice best states the main idea of the text?,Alspaugh inspired other women to save pieces of fabric in scrapbooks and provide historical records of nineteenth-century fashions in the United States.,Historians rely on fabric scrapbooks to understand how fashions changed throughout the nineteenth-century United States.,Fabric scrapbooks were a popular hobby for many women in the nineteenth-century United States.,Alspaugh’s scrapbook provides a detailed account of her life and historical record of fashion trends in the nineteenth-century United States.,0.24,"[-75.3279948689742, -52.95420025161002, -58.00607732159551, -55.38115362904682]",1,3,0.9039183,1.0,1.758,0.0,2.237,B,C,False
197,SATACT,Which quotation from “The Bet” most effectively illustrates the claim?,“Then the banker cautiously broke the seals off the door and put the key in the keyhole.”,"“It struck three o’clock, the banker listened; everyone was asleep in the house and nothing could be heard outside but the rustling of the chilled trees.”","“The banker, spoilt and frivolous, with millions beyond his reckoning, was delighted at the bet.”","“When [the banker] got home he lay on his bed, but his tears and emotion kept him for hours from sleeping.”",0.24,"[-75.32840832695365, -132.80125403404236, -92.69973240792751, -90.7073647081852]",0,3,0.8839685,1.0,4.25,0.0,5.747,A,D,False
198,SATACT,Which choice completes the text with the most logical transition?,"As a result,","First,","Additionally,","However,",0.24,"[-15.24044194817543, -10.804540544748306, -14.068393103778362, -12.955750703811646]",1,1,0.9999999,0.25,0.327,0.0,0.444,B,C,False
199,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,she,they,it,those,0.24,"[-11.786624908447266, -16.168981552124023, -12.183837890625, -16.845684051513672]",0,2,0.99936825,0.25,0.456,1.0,0.506,A,D,False
225,SATACT,Which choice completes the text with the most logical transition?,"Instead,","Still,","Specifically,","Second,",0.24,"[-16.389655828475952, -15.30769270658493, -15.825220137834549, -13.660310626029968]",3,3,1.0,0.0,0.204,1.0,0.273,D,A,False
226,SATACT,Which choice completes the text with the most logical transition?,"Additionally,","For example,","Nevertheless,","Today,",0.24,"[-13.916520215570927, -14.64513087272644, -13.961193725466728, -13.789512157440186]",3,3,1.0,0.0,0.067,1.0,0.086,D,A,False
227,SATACT,The student wants to emphasize the role a misconception played in the naming of a place. Which choice most effectively uses relevant information from the notes to accomplish this goal?,The novel Las sergas de Esplandián featured a fictional island known as California.,"To the south of the US state of California lies Baja California (“Lower California”), originally called California after a fictional place.","In the sixteenth century, Spanish explorers learned of a peninsula off the west coast of Mexico and called it California.","Thinking it was an island, Spanish explorers called a peninsula California after an island in a popular novel.",0.24,"[-32.54795563677908, -53.967517348588444, -40.207361875567585, -89.25077131390572]",0,3,0.84239167,1.0,4.351,1.0,5.67,A,D,False
228,SATACT,Which choice best describes the overall structure of the text?,"It details the shortcomings of certain historical sources, then argues that research should avoid those sources altogether.","It describes a problem that arises in research on a particular topic, then sketches a historian’s approach to addressing that problem.","It lists the advantages of a particular research method, then acknowledges a historian’s criticism of that method.","It characterizes a particular topic as especially challenging to research, then suggests a related topic for historians to pursue instead.",0.24,"[-76.24063135683537, -87.48373037180863, -94.1083628339693, -96.32678634673357]",0,1,0.89964473,1.0,1.562,0.0,2.009,A,D,False
229,SATACT,"In the sentence ""The few times that I’ve helped a friend with yard work has given me the joy of touching the soil with an open palm, to get the earth under my fingernails, of patting down the berm around a newly transplanted sapling."", what is the best answer to replace the phrase ""to get""?",NO CHANGE,with getting,of getting,got,0.24,"[-22.03939151763916, -23.702614784240723, -16.61586570739746, -15.856485366821289]",3,2,0.9284466,0.5,0.676,0.0,0.785,D,A,False
230,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,they’re,their,its,it’s,0.24,"[-33.190207958221436, -17.315696716308594, -14.645331382751465, -27.67836159467697]",2,2,1.0,0.0,1.509,0.0,1.854,C,B,False
231,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English? ,published ,publishing,having published ,to publish,0.24,"[-21.623116970062256, -31.477657318115234, -29.676558017730713, -20.54167127609253]",3,0,0.87229204,0.25,0.961,0.0,1.094,D,A,False
232,SATACT,"Which finding, if true, would most directly undermine Foster’s hypothesis?","At some sites in the study, eelgrass meadows are found near otter populations that are small and have only recently been reintroduced.","At several sites not included in the study, there are large, well-established sea otter populations but no eelgrass meadows.","At several sites not included in the study, eelgrass meadows’ health correlates negatively with the length of residence and size of otter populations.","At some sites in the study, the health of plants unrelated to eelgrass correlates negatively with the length of residence and size of otter populations.",0.24,"[-75.41805206166464, -67.12084750202484, -91.15477559890132, -100.46744273975492]",1,2,0.9320087,1.0,2.608,0.0,3.335,B,C,False
233,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"value, but",value,"value,",value but,0.24,"[-24.13084650039673, -15.132844924926758, -19.565687656402588, -23.68580913543701]",1,0,0.8521777,0.0,0.728,0.0,0.9,B,C,False
234,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"apiary,","apiary, and",apiary and,apiary,0.24,"[-17.970723867416382, -23.67748713493347, -20.379948139190674, -15.147343158721924]",3,1,0.94877076,0.5,0.627,0.0,0.853,D,A,False
235,SATACT,Which choice best states the main purpose of the text?,To offer Tom's assurance that the play will be inoffensive and involve only a small number of people,To clarify that the play will not be performed in the manner Tom had originally intended,To elaborate on the idea that the people aroundTom lack the skills to successfully stage a play,To assert that Tom believes the group performing the play will be able to successfully promote it,0.24,"[-61.776314944028854, -47.277253955602646, -63.079840153455734, -66.10233689844608]",1,0,0.8951924,1.0,1.452,0.0,1.883,B,C,False
236,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,they,one,you,it,0.357,"[-17.101449966430664, -13.569374084472656, -15.2255220413208, -13.021748542785645]",3,0,0.9985035,0.25,0.318,0.0,0.408,D,A,False
237,SATACT,The student wants to provide an overview of the matsutake commodity chain. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"The contemporary matsutake commodity chain has its origins in the 1980s when, according to Tsing, “the scarcity of matsutake in Japan first became clear.”","Commodity chains include the linked production and purchase of commodities, such as the matsutake mushroom, on the world market.","Decades after the Japanese import of matsutake began, a commodity chain now links matsutake pickers in Oregon with wealthy consumers of the costly mushrooms in Japan.",Wealthy consumers who buy the costly mushrooms in Japan are at one end of the matsutake commodity chain.,0.357,"[-53.34445509570651, -48.629918122664094, -72.59808840695769, -60.61662758648163]",1,2,0.86674875,1.0,1.808,0.0,2.397,B,C,False
238,SATACT,"In the sentence ""At the very low tides of the full moon, when almost all the water was sucked away, we found the hideaways where crabs, snails, starfish, and sea urchins hid in order not to be seen."", what is the best answer to replace the phrase ""hideaways where crabs, snails, starfish, and sea urchins hid in order not to be seen.""?",NO CHANGE,"hideouts where crabs, snails, starfish, and sea urchins concealed and hid themselves.","places where crabs, snails, starfish, and sea urchins were stashed away.","hiding places of crabs, snails, starfish, and sea urchins.",0.357,"[-21.397578567266464, -45.22134266394369, -39.90424091154455, -41.41345878654829]",0,3,0.789355,1.0,1.841,0.0,2.382,A,D,False
239,SATACT,Which choice completes the text with the most logical and precise word or phrase?,indicated by,handmade from,represented by,collected with,0.357,"[-34.021379828453064, -34.33087682723999, -17.571923553943634, -39.186949729919434]",2,1,0.89965665,0.25,1.635,0.0,2.162,C,B,False
240,SATACT,Which choice completes the text with the most logical and precise word or phrase?,weaken,praise,popularize,isolate,0.357,"[-30.797781944274902, -29.897153854370117, -20.78905487060547, -30.011683464050293]",2,2,1.0000001,0.0,0.821,0.0,1.001,C,B,False
241,SATACT,"In the sentence ""Each player holds a set of pipes so that both sets are connected to the other set by a string, as if to suggest that those two antaras should be played together."", what is the best answer to replace the phrase ""so that both sets are""?",NO CHANGE,in such a way that both sets are,with both sets being,OMIT the underlined portion.,0.357,"[-22.475414395332336, -24.843608424067497, -23.432217717170715, -41.38756716251373]",0,3,0.7979974,0.75,1.551,1.0,1.891,A,D,False
242,SATACT,The student wants to contrast the emissivity of reflective metal fibers with that of silicon carbide fibers. Which choice most effectively uses relevant information from the notes to accomplish this goal?,The ability of reflective metal fibers and silicon carbide fibers to emit heat was determined by an analysis of each material’s emissivity.,"The amount of heat a material absorbs is equal to the amount it emits, as evidenced in Abebe’s analyses.","Though the reflective metal fibers and silicon carbide fibers had different rates of emissivity, Abebe planned to use both in a garment.","Whereas the reflective metal fibers had an emissivity of just 0.02, the silicon carbide fibers absorbed large amounts of heat, resulting in an emissivity of 0.74.",0.357,"[-76.71426146419253, -74.69442941318266, -63.97072175855283, -50.393976210732944]",3,3,1.0,1.0,2.091,0.0,2.632,D,A,False
243,SATACT,Which choice completes the text with the most logical transition?,"for example,","by contrast,","nevertheless,","therefore,",0.357,"[-16.214492291212082, -21.297204315662384, -40.60335600376129, -32.16286039352417]",0,3,0.86535805,0.0,1.895,0.0,2.439,A,D,False
244,SATACT,"Which choice best describes the function of the portion, ""who, however brave-hearted, and even much of a dare-devil upon a pinch, seems nevertheless to have evinced, throughout many parts of his career, a singular patience and mildness"" in the text as a whole?",It implies that Israel treasures a particular characteristic of his personality when that characteristic should usually be regarded as a flaw.,"It suggests that if not for a certain aspect of his character, Israel might not have been as easily thwarted in his ambition to establish a farm.",It shows why Israel would not have been able to undertake the enormous amount of labor necessary to run a farm even if he had owned the necessary property.,"It explains why, when the situation requires it, Israel is able to undertake courageous acts that others would generally avoid.",0.357,"[-87.6690966039896, -83.86812085658312, -94.52708875015378, -80.75780424103141]",3,1,0.8731794,1.0,1.027,0.0,1.377,D,A,False
245,SATACT,Which choice best states the main purpose of the text?,To examine how Derksen’s musical compositions blend cultures,To argue that Derksen should be recognized for creating a new style of music,To describe the difficulties Derksen encountered when producing her album,To establish a contrast between Derksen’s classical training and her Cree heritage,0.357,"[-72.67653903848259, -50.74315147928428, -47.78426309255883, -75.925730577379]",2,0,0.9068383,0.75,2.523,0.0,2.814,C,B,False
246,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,of,"of,",of—,of:,0.357,"[-12.828837394714355, -19.23513412475586, -21.66727638244629, -19.873237133026123]",0,0,1.0,0.25,0.668,0.0,0.884,A,D,False
247,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,One,That,This,These,0.357,"[-10.504984855651855, -10.977246284484863, -9.039631843566895, -10.713359832763672]",2,3,0.9996774,0.25,0.15,0.0,0.194,C,B,False
248,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,poems putatively written by the novel’s,poem’s putatively written by the novel’s,poem’s putatively written by the novels’,poems putatively written by the novels’,0.357,"[-56.15748727694154, -64.77277740603313, -68.28084367047995, -60.89842414110899]",0,0,1.0,1.0,0.902,1.0,1.212,A,D,False
249,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"California,",California:,California—,California,0.357,"[-17.466846227645874, -18.314921617507935, -20.331059455871582, -14.957128524780273]",3,3,1.0000001,0.0,0.385,0.0,0.537,D,A,False
