id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,gold,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
1329,RACE-H,Why is it difficult for children to go to school in India?,Because there are not enough teachers.,Because there are not enough schools.,Because they have to work to make money.,Because their parents refuse to send them to school.,0.4,"[-18.927292058244348, -18.029327580705285, -19.464096516370773, -23.243043076246977]",1,2,0.88861656,0.5,0.398,1.0,0.521,B,C,False
1330,RACE-H,Which of the following about the Mid-Day Meal Scheme is NOT true?,It is run by Narasimha Das.,It has been carried out for about 50 years.,It is to encourage children to go to school.,It is the largest school-lunch program in the world.,0.4,"[-29.760248421458527, -36.668251261115074, -26.84713676944375, -18.24999775737524]",3,0,0.84734315,1.0,1.321,1.0,1.842,D,A,False
1331,RACE-H,What is the best title for this passage?,Is Food from Cloned Animals Safe?,A New Clone Policy,A Big Danger --Cloned Food,Cloned Products --A Terrible Choice,0.4,"[-21.992665491998196, -27.907829761505127, -41.29981207847595, -38.74623268097639]",0,0,1.0,0.75,1.575,1.0,1.931,A,D,False
1332,RACE-H,All the following are sure of the safety of cloned products EXCEPT   _  .,New Zealand,Japan,the USA,the European Union,0.4,"[-11.77261596918106, -13.174031257629395, -17.471936225891113, -15.63481305539608]",0,1,0.84775954,0.5,0.44,1.0,0.57,A,D,False
1333,RACE-H,Why are products from cloning not widely used for feeding?,Because cloning attempts often fail.,Because they are not safe to eat.,Because cloning is cruel.,Because they are expensive.,0.4,"[-18.075524497777224, -16.985755875706673, -17.815591990947723, -12.283597528934479]",3,3,0.9999999,1.0,0.47,0.0,0.579,D,A,False
1334,RACE-H,Where can you probably see the passage?,In a novel.,In a newspaper.,In a travel leaflet.,In a notice on the wall.,0.4,"[-20.77980899810791, -17.55323362350464, -31.280957102309912, -34.3130307495594]",1,1,1.0,1.0,1.399,0.0,1.676,B,C,False
1335,RACE-H,The passage may be taken from  _  .,a newspaper,a magazine,a website,a notice,0.4,"[-16.373977661132812, -16.316299438476562, -14.908693313598633, -17.750089645385742]",2,2,0.9999999,1.0,0.201,1.0,0.284,C,B,False
1336,RACE-H,"According to the passage, to get a good lerning state, the most important thing is   _  .",to have enough food and water,to take exercise every day,to listen to music every day,to ask the experts for advice,0.4,"[-21.949135839939117, -25.644631028175354, -27.894551396369934, -32.69901919364929]",0,0,0.99999994,1.0,0.779,0.0,1.075,A,D,False
1337,RACE-H,"From the passage, we know that  _  .",many other techniques on learning are introduced.,good learning state refers to mental and physical statement.,the writer is sure to have a good learning state.,"""No pains,no gains"" belongs to physcial layer.",0.4,"[-47.38028836250305, -49.673863276839256, -47.11647319793701, -63.396127581596375]",2,0,0.8692017,0.25,1.343,1.0,1.628,C,B,False
1338,RACE-H,Which statement is true according to the text?,This kind of training can only have effect on people for a few years.,The people were trained during a period of ten years.,All the people who were studied were more than 70 years old.,The second group were trained how to remember word lists.,0.4,"[-46.612330723088235, -35.96255744434893, -34.12110296264291, -39.93021395243704]",2,1,0.8810056,1.0,0.958,1.0,1.249,C,B,False
1339,RACE-H,What can be inferred from the passage?,There were four groups being trained.,The old people trained can remember words better.,The second and third group improved their skills better than the first one.,The research showed that the effect of the training could absolutely last 10 years.,0.4,"[-34.5936940908432, -34.90958571434021, -43.93082745373249, -44.37748119980097]",0,2,0.88885933,0.75,0.941,0.0,0.978,A,D,False
1340,RACE-H,What's the main idea of the fourth paragragh?,What was the meaning of the research?,How was the research conducted?,Why was the mental training effective?,How long did the research last?,0.4,"[-27.102194875478745, -24.7264943420887, -24.748664379119873, -26.978344440460205]",1,1,1.0,1.0,0.23,0.0,0.238,B,C,False
1341,RACE-H,What is the best title of the passage?,Mental Training Helped Elderly Stay Sharp for Years,How to improve our mental health,Four groups of old people were trained mentally.,The result of a ten-year research,0.4,"[-63.58308601437602, -27.975789546966553, -38.257139682769775, -27.571631064638495]",3,0,0.8496735,0.5,2.927,0.0,3.601,D,A,False
1342,RACE-H,"In the television advertisement, Doris looks bored because   _  .",she doesn't like the breakfast that morning,she has been married to Herbie for a long time,Her husband doesn't care much for her,Herbie isn't interested in the breakfast she cooks,0.4,"[-27.77710723830387, -17.16037503501866, -21.59405421325937, -35.405361099750735]",1,2,0.8760757,0.75,1.372,1.0,1.824,B,C,False
1343,RACE-H,The TV advertisement wants to tell the viewers   _  .      .,to have an immediate try at the new coffee,to have a good laugh at the good couple,that a nice breakfast must go with nice coffee,that advertisements can certainly increase goods production,0.4,"[-36.01636606454849, -39.3450488448143, -42.87792348861694, -48.475252628326416]",0,0,1.0,0.75,0.923,1.0,1.246,A,D,False
1344,RACE-H,What does the author mean by saying the last sentence?,What kind of coffee can change people's lives?,How can a new kind of coffee change people's lives?,Nice coffee can change one's life.,A new kind of coffee costs quite a lot.,0.4,"[-22.672049729619175, -23.424316260498017, -32.24886064231396, -31.44582101237029]",0,2,0.9231222,0.75,0.883,0.0,0.958,A,D,False
1345,RACE-H,This text is mainly about   _  .,who pays for TV programs in the United States,what a TV advertisement is usually like in the USA,why long married couples dislike speaking to each other,what made Herbie and Doris not bored any more,0.4,"[-28.126469369977713, -40.43350887298584, -41.29047881020233, -41.6556958691217]",0,1,0.90055007,0.5,1.129,0.0,1.353,A,D,False
1346,RACE-H,"According to Rebekah Rousi, senior men intend to stand   _   of the elevator cabins.",in the front,in the middle,near the side mirrors,at the back,0.4,"[-13.399612307548523, -15.653146982192993, -22.49758607149124, -15.296806931495667]",0,3,0.92589426,1.0,0.69,0.0,0.91,A,D,False
1347,RACE-H,Why do women choose to stand in the front?,Because they are too shy to make eye contact with others.,Because they can have a view of everyone else.,Because they want to show their power.,Because they want to watch the monitors.,0.4,"[-28.036092761904, -27.392778620123863, -26.760151877999306, -21.350669279694557]",3,0,0.9009298,1.0,0.531,1.0,0.669,D,A,False
1348,RACE-H,What is main idea of this passage?,Advertisements.,Advertisements bring fun to readers.,Advertisers perform a useful service to communities.,The costs of advertisements.,0.4,"[-23.025705814361572, -36.25054109096527, -32.57647296926007, -26.531970113515854]",0,2,0.8998669,0.5,1.028,0.0,1.322,A,D,False
1349,RACE-H,The attitude of the author toward advertisers is  _,appreciative.,trustworthy.,critical,dissatisfactory.,0.4,"[-28.037042759358883, -25.91406762599945, -7.966386795043945, -41.66388863325119]",2,0,0.8740299,0.0,2.397,0.0,3.37,C,B,False
400,RACE-H,This text must be taken from   _  .,a storybook,a textbook,a newspaper,a biography of famous people,0.4,"[-20.034822463989258, -15.973922729492188, -13.033456802368164, -33.125800132751465]",2,2,0.9999999,1.0,1.536,0.0,2.009,C,B,False
401,RACE-H,What's the suitable subtitle for the blank ?,Cutting,Breathing Stops,Poisoning,Suffering Heart Problems,0.4,"[-33.50623893737793, -38.468415915966034, -34.41806221008301, -46.341758131980896]",0,1,0.819615,0.0,1.013,0.0,1.284,A,D,False
402,RACE-H,"If your pet is burned by chemicals, you should  _  .",wash away the chemicals with saline,put an ice pack directly on the skin,bind up the cut with a bandage,get rid of them before washing,0.44,"[-23.11524224281311, -22.104661794379354, -30.9475997146219, -32.18576172646135]",1,3,0.85598874,0.5,0.903,0.0,1.008,B,C,False
403,RACE-H,The passage is mainly about  _  .,doing pet first aid,treating sick pets,dealing with an emergency,working as a veterinarian,0.44,"[-29.84660671558231, -38.74570417404175, -35.67927276156843, -33.03256702423096]",0,0,1.0000001,0.25,0.657,1.0,0.89,A,D,False
404,RACE-H,When will the cruise to Emerald Bay end?,At about 7:00 pm.,At about 8:20 pm.,At about 9:20 pm.,On Sunday morning.,0.44,"[-22.759259194135666, -25.229514122009277, -25.61094295978546, -18.190162777900696]",3,1,0.88215804,0.0,0.591,0.0,0.742,D,A,False
405,RACE-H,How much will Mrs. Robert and her 15-year-old son pay for the cruise?,$96.,$110.,$116.,$150.,0.44,"[-17.270616352558136, -15.435922861099243, -18.521641850471497, -15.200610399246216]",3,1,0.9764569,0.0,0.273,0.0,0.332,D,A,False
406,RACE-H,It can be inferred that Riva Grill is   _  .,a supermarket,a water sports center,a restaurant,a mall,0.44,"[-18.079620361328125, -22.41908836364746, -11.476689100265503, -18.360858917236328]",2,2,1.0,1.0,0.784,0.0,1.094,C,B,False
407,RACE-H,We can infer that the students are required to    _    in their whole driving practice.,spend at least six hours driving,get half an hour driving,drive for two hour blocks of time,go out driving for twelve times,0.44,"[-38.002895787823945, -25.52908319886774, -23.447041895240545, -34.73913240432739]",2,3,0.8436138,0.75,1.219,1.0,1.456,C,B,False
408,RACE-H,Which of the following is Not True for the students wanting to get their driver's license?,They must have their eyes examined.,They must be 16 years of age.,They should go to have their driver's test.,They ought to do well in their driver's course.,0.44,"[-22.858506217598915, -20.132141831330955, -32.931121211498976, -36.321472726762295]",1,1,1.0,1.0,1.349,0.0,1.619,B,C,False
409,RACE-H,"In the last sentence, ""with flying colors"" means   _   .",happily,quickly,colorfully,successfully,0.44,"[-38.75294589996338, -24.222872734069824, -16.832565546035767, -15.001443862915039]",3,3,0.9999999,0.0,1.87,0.0,2.375,D,A,False
410,RACE-H,Which of the following statements about dreams is TRUE?,Everyone dreams but very few can recall what they dream.,Some people have long dreams and others have very short ones.,People can only remember unpleasant dreams.,More than eighty percent of people can remember their dreams.,0.44,"[-34.33650970086455, -33.99874083325267, -29.445172376930714, -25.488216003403068]",3,1,0.8787169,0.75,0.727,0.0,0.885,D,A,False
411,RACE-H,"According to the tests in the 1980s, dreaming takes place  _  .",between each 90-minute cycle,at any time during 90-minute cycles,during the first five stages of 90-minute cycles,in the last stage of 90-minute cycles,0.44,"[-18.13534391671419, -24.027127146720886, -26.672796934843063, -24.35694247484207]",0,3,0.91837984,0.5,0.63,0.0,0.854,A,D,False
412,RACE-H,People woken during REM sleep can  _  .,hardly remember their dreams,easily remember their dreams,only remember their dreams,partly remember their thinking activity,0.44,"[-25.823371931910515, -26.301234558224678, -13.499876111745834, -38.70876681804657]",2,1,0.9993771,0.0,1.783,0.0,2.521,C,B,False
413,RACE-H,"""Insomniacs"" are persons who  _  .",can always remember their dreams,have trouble getting into sleep at night,experience rapid eye movement,usually wake after each 90-minute sleep period,0.44,"[-18.910715132951736, -18.072416961193085, -30.605131432414055, -25.951605275273323]",1,1,1.0,0.0,1.034,0.0,1.253,B,C,False
414,RACE-H,"When visiting the castle, you can  _  .",get old-fashioned English roses as gifts,buy eco-friendly products in the Castle Shop,get seasonal fruit and vegetables for free,see how the local gifts are being made,0.44,"[-39.8333702981472, -29.293209940195084, -30.356596261262894, -36.758970856666565]",1,1,0.9999999,0.75,0.878,1.0,1.054,B,C,False
415,RACE-H,How long does the Arundel Festival last this year?,10 days,One week,16 days,One month,0.44,"[-14.820076584815979, -16.030919075012207, -17.95832586288452, -18.42202091217041]",0,0,1.0,0.0,0.291,0.0,0.36,A,D,False
416,RACE-H,Where can you park the coach?,In Mill Road,Inside the Castle,In the main town car park,At the main Castle entrance,0.44,"[-13.506227664649487, -13.404610008001328, -14.238262126222253, -13.521269589662552]",1,2,0.87979686,0.75,0.067,0.0,0.083,B,C,False
417,RACE-H,Skateboarding is introduced into American schools to   _  .[,encourage students to compete bravely in competition,teach students how to deal with risk.,prevent students suffering from heart disease later in life.,help students form the habit of doing sports,0.44,"[-51.47423744527623, -34.62678900361061, -49.705235184170306, -32.551580518484116]",3,3,1.0,0.75,1.711,0.0,1.892,D,A,False
418,RACE-H,What life lesson do kids learn from skateboarding?,To succeed in life you have to learn skateboarding.,You will succeed in life if you don't give up.,Only after failing 600 to 900 times can you succeed.,There is no hard work after learning skateboarding well.,0.44,"[-40.6944787139073, -32.18803684739396, -38.082232125569135, -49.84733278490603]",1,1,1.0,0.75,1.273,1.0,1.766,B,C,False
419,RACE-H,What would be the best title for the passage?,The dangerous PE,Skills of skateboarding.,The new PE.,The change of PE.,0.44,"[-33.370849609375, -45.633365213871, -26.346702575683594, -40.91965103149414]",2,2,1.0,0.75,1.469,0.0,1.929,C,B,False
420,RACE-H,What is the main idea of the passage?,Nelson Mandela's life in the prison.,The achievements of Nelson Mandela.,Nelson Mandela's hobbies and career.,Unknown things about Nelson Mandela.,0.44,"[-50.728322707116604, -24.70837628096342, -54.97629281133413, -37.73477932065725]",1,3,0.94666815,0.5,2.37,0.0,3.027,B,C,False
421,RACE-H,Why did Nelson Mandela love boxing?,Because he wanted to be a boxer.,Because he enjoyed the violence of boxing.,Because he appreciated the strategy in boxing.,Because he had nothing else to do in the prison.,0.44,"[-19.594458736479282, -26.56339532136917, -33.088360488414764, -28.147984862327576]",0,2,0.9175471,0.75,0.966,0.0,1.349,A,D,False
422,RACE-H,What happened to Mandela when he was about to give the speech?,He broke his glasses into pieces.,He had to use his wife's glasses.,He left his own glasses at home.,His wife wanted to borrow his glasses.,0.44,"[-29.741923809051514, -27.26379519701004, -33.79009413719177, -30.672689855098724]",1,1,1.0,1.0,0.467,1.0,0.653,B,C,False
423,RACE-H,Which of the following is NOT true according to the passage?,Nelson Mandela was not his original name.,Nelson Mandela was the name given by his teacher.,Nelson Mandela had been studying the law nonstop for 50 years.,Nelson Mandela had started his own law firm before he got a law degree.,0.44,"[-46.43311548233032, -56.91572730243206, -60.56546305678785, -55.27437304658815]",0,2,0.88711816,1.0,1.039,0.0,1.413,A,D,False
424,RACE-H,The British policeman has   _   nicknames mentioned in the passage.,five,two,three,ten,0.44,"[-13.673090934753418, -11.493884086608887, -13.156982421875, -14.810236930847168]",1,2,0.99983287,0.0,0.239,0.0,0.332,B,C,False
2100,RACE-H,What do we know about South Korean annual national exams?,Senior 3 students have to compete fiercely because there is only one place for 10 students.,Senior 3 students have to stay long into night at school.,Many of the Senior 3 students can't have enough sleep.,Airplanes are ordered to avoid landing and take-off during national exams.,0.44,"[-49.21500526368618, -48.37178689241409, -47.587202817201614, -41.59751677955501]",3,2,0.8497136,0.5,0.6,0.0,0.762,D,A,False
2101,RACE-H,We can infer that there are almost   _   college places for high school graduates.,"675, 000","507, 520","500, 000","600, 000",0.44,"[-16.310858089476824, -23.650715827941895, -16.908909022808075, -18.2783665060997]",0,1,0.83513325,0.0,0.579,1.0,0.734,A,D,False
2102,RACE-H,The students want to study in top colleges mainly because   _  .,they can succeed more easily in future,they can learn more,they can make more money,it is interesting to study there,0.32,"[-26.66939428448677, -15.741230487823486, -12.545184314250946, -23.55168390274048]",2,0,0.9109419,0.5,1.141,0.0,1.412,C,B,False
2103,RACE-H,Before students are allowed to colleges   _  .,they will be interviewed,they will ask questions of colleges,they will not be tested any more,first they will pay all the education fee at all,0.32,"[-17.161447763442993, -29.766054153442383, -33.154027700424194, -49.526769042015076]",0,0,1.0,1.0,2.309,0.0,3.237,A,D,False
2104,RACE-H,Earthquakes happen  _  .,only in a few places along the mountains,regularly in most places in the world,in all the places in the world,only in the countries that have a lot of mountains,0.32,"[-34.97033816576004, -35.05570811405778, -18.562977300956845, -28.485360775142908]",2,1,0.9116412,0.5,1.346,0.0,1.649,C,B,False
2105,RACE-H,How many people died in the earthquake which happened in Portugal in 1755?,500.,"140,000.","400,000.","2,000.",0.32,"[-13.86014872789383, -15.403453841805458, -13.829804957844317, -10.841989003121853]",3,3,0.9999999,0.0,0.331,0.0,0.456,D,A,False
2106,RACE-H,When and where was the worst earthquake ever recorded?,1964; Alaska.,1923; Japan.,1976; China.,1556; China.,0.32,"[-28.059173107147217, -40.60194540023804, -28.142890095710754, -24.572350807487965]",3,3,1.0,0.0,1.219,1.0,1.603,D,A,False
2107,RACE-H,"According to the passage, which of the following is NOT true?",People still don't know exactly when an earthquake will come.,"The stronger the earthquake is, the more people are killed.",Earthquakes can cause fires.,Earthquakes often come unexpectedly.,0.32,"[-36.0428035678342, -27.666899291798472, -39.596212010859745, -40.91458467769553]",1,1,1.0,0.25,1.032,0.0,1.325,B,C,False
2108,RACE-H,"According to the author, why most Chinese dislike their jobs?",Because they don't take the jobs they really like,Because many Chinese workplaces are full of misery and despair.,Because they have no choice but to choose the stable jobs.,Because they are not psychologically committed to their jobs.,0.32,"[-35.28360184957273, -36.62834403151646, -32.3640198148787, -28.045882001519203]",3,0,0.9235159,1.0,0.658,0.0,0.858,D,A,False
2109,RACE-H,Which of the following jobs are the university graduates nowadays more likely to choose?,Lawyers,Civil Servants,self-made men,Doctors,0.32,"[-41.903629302978516, -19.0907564163208, -26.520232554525137, -15.393746376037598]",3,1,0.8717072,0.0,2.033,0.0,2.651,D,A,False
2110,RACE-H,We learn from the text that language might have begun with  _  .,expressions,actions,signs,sounds,0.32,"[-28.133323669433594, -14.319791793823242, -22.267502784729004, -24.152400016784668]",1,3,0.9798053,0.0,1.006,0.0,1.381,B,C,False
2111,RACE-H,The pretty woman that appears on the writer's computer screen was_.,his brother's girl friend,not a real person,the picture of his pen friend,a woman working on the Internet,0.32,"[-25.625775456428528, -10.475337624549866, -35.163930773735046, -23.488136291503906]",1,1,1.0,0.75,1.761,0.0,2.469,B,C,False
2112,RACE-H,The main advantage of Facemail is that_.,you can see the person who sends you the email,you can put your own emotions in the email,e-mail can be read in a more lovely way,you can hire a beautiful woman to read the email to you,0.32,"[-28.143268823623657, -25.282129764556885, -36.976061925292015, -35.030147671699524]",1,2,0.8692105,1.0,0.961,1.0,1.169,B,C,False
2113,RACE-H,We can infer from the passage that Facemail_.,can destroy your e-mail if not properly used,can be downloaded free of charge s,will take the place of the e-mail system,is likely to be used in other aspects of our daily life,0.32,"[-30.211728308349848, -32.59053893387318, -27.717653962783515, -36.45274868234992]",2,3,0.8577528,1.0,0.644,0.0,0.874,C,B,False
2114,RACE-H,The writer mentioned Nike website and Micheal Jordan to show that_.,Facemail can make shopping on the Internet more interesting,Nike company is increasing its sales through the fame of prefix = st1 /Jordan,Michael Jordan will serve you himself on Nike website,famous people like Micheal Jordan also like to use Facemail,0.32,"[-35.1438665674068, -99.00906482385471, -45.160626620054245, -40.71788551728241]",0,0,1.0,1.0,5.13,1.0,6.387,A,D,False
2115,RACE-H,"Before having a short nap, participants of the experiment were asked to  _  .",stay in a different place in the maze,design a virtual maze which is difficult to get through,experience the experiment and try to remember something,get through a virtual maze on a computer from the same place,0.32,"[-25.22157582640648, -36.666451290249825, -48.93413503468037, -32.529295921325684]",0,2,0.8563096,1.0,1.72,0.0,2.371,A,D,False
2116,RACE-H,What can we learn from the text?,Participants who took a nap were required to express their thoughts.,Some dreams may encourage people to invent something new.,Participants who dreamed about films could finish the task more easily.,Participants whose dreams had something to do with the maze could find the tree faster.,0.32,"[-60.99898495245725, -36.04325993359089, -74.7857264727354, -61.96091864188202]",1,3,0.8751756,0.75,2.807,0.0,3.874,B,C,False
2117,RACE-H,"According to Stickgold,  _  .",every person may dream about what they learned,people's brain processes may still be connected with their learning in their dreams,"once people's eyes stop moving, they are sure to dream about something","no matter how fantastical or boring, dreams are connected with people's life",0.32,"[-28.789761662483215, -46.768685698509216, -47.39091453701258, -49.51194057427347]",0,1,0.88113755,0.75,1.667,0.0,2.072,A,D,False
2118,RACE-H,What is the best title for this text?,Dreams Are Strange,Not All Dreams Are True,Dreaming Makes Perfect,"Stickgold, a Dream Expert",0.32,"[-35.92330074310303, -22.34697186946869, -19.566813230514526, -49.24503654241562]",2,2,0.99999994,0.25,2.367,0.0,2.968,C,B,False
2119,RACE-H,"If you cut your finger, you may use   _   to cure it.",painkillers in a tablet,antibiotic cream from a tube,chicken eggs,protein drugs,0.32,"[-20.747792281210423, -54.54689186438918, -35.17248326539993, -16.636350452899933]",3,1,0.8486327,0.5,2.968,0.0,3.791,D,A,False
2120,RACE-H,Which of the following statements is NOT true?,Scientists from Scotland have succeeded in packing medicine into chicken eggs.,The drugs are made of molecules called proteins.,Scientists chose chickens for their experiments because chicken eggs taste delicious.,The animals are good candidates for making protein drugs.,0.32,"[-43.22243683040142, -22.58690733835101, -50.1642202436924, -28.778553292155266]",1,2,0.84949994,0.75,2.202,0.0,2.758,B,C,False
2121,RACE-H,The drugs in special chicken eggs can   _  .,treat lung cancer,help reduce headache,change people's DNA,treat multiple sclerosis,0.32,"[-27.923454016447067, -22.960916996002197, -21.20955330878496, -25.50193789601326]",2,3,0.8421739,0.0,0.509,0.0,0.671,C,B,False
2122,RACE-H,We can infer from the passage that   _  .,eating eggs is the best choice for the patients now,scientists changed the chicken's DNA and put all the drugs in chicken eggs,we may eat special eggs as drugs when we are sick in the future,the drugs produce harmful effects on the chicken's bodies,0.32,"[-45.84756660461426, -60.65302389860153, -57.72914206981659, -35.13239276409149]",3,2,0.8634035,1.0,2.028,1.0,2.552,D,A,False
2123,RACE-H,The best title for the passage is   _  .,Chicken Eggs to Replace Medicine,Chicken Eggs as Drug,Chicken Eggs and Medicine,Chicken Eggs and Animal Milk,0.32,"[-29.85154891014099, -16.367533445358276, -21.95762324333191, -32.53706479072571]",1,1,1.0,0.25,1.281,1.0,1.617,B,C,False
2124,RACE-H,What do we know about the writer's father according to this passage?,He is really a good philosopher.,He can get on well with others.,He told the writer to reveal her true opinions.,The passage doesn't mention it.,0.32,"[-29.304176568984985, -34.971048802137375, -38.50006926059723, -25.045133162871934]",3,1,0.85364544,1.0,1.033,0.0,1.345,D,A,False
3125,RACE-H,The author's attitude towards Daniel Defoe is_.,critical,supporting,both A and B,opposing,0.32,"[-12.96850872039795, -31.09709072113037, -21.965756803750992, -36.75544738769531]",0,2,0.8490594,0.25,1.809,0.0,2.379,A,D,False
3126,RACE-H,The writer wrote the passage to  _  .,give you a piece of advice on a job interview,tell you how to meet a job interviewer,describe the aptitude test,advise you how to find a job,0.32,"[-40.850087406113744, -32.90743350982666, -39.19821431860328, -44.1548025906086]",1,0,0.91733485,1.0,0.818,0.0,1.125,B,C,False
3127,RACE-H,Why do the interviewers ask such questions?,They want to discover what the interviewees know.,They are curious about the answers.,They try to discover the ability of the interviewees solving problems.,They just ask questions without thinking much.,0.24,"[-27.055239379405975, -21.55394685268402, -44.98016819357872, -37.86651945114136]",1,2,0.8852052,1.0,1.826,0.0,2.343,B,C,False
3128,RACE-H,"According to the writer, in an aptitude test, Chinese job applicants should  _  .",not tell the truth,learn to tell what they really think,be more enthusiastic,try to find out what the examiner really want to know,0.24,"[-14.970626533031464, -25.475323915481567, -16.45486044883728, -30.20657169818878]",0,1,0.8854191,0.75,1.262,1.0,1.524,A,D,False
3129,RACE-H,From the passage we know that  _  .,job applicants are always asked such questions,more Chinese applicants fail to find a job,applicants should not act as reasonably as a prisoner,the aptitude test is becoming popular worldwide,0.24,"[-26.2365952283144, -34.428505659103394, -69.57870817184448, -35.490502431988716]",0,3,0.8656707,0.75,3.328,0.0,4.334,A,D,False
3130,RACE-H,What do you think the similarities of these parties are?,All the parties have very strict rules for their members.,"If you want to go to any of the parties, you have to buy a ticket.",All the parties are aimed at strangers who want to be lovers.,All the parties are suitable not only for the young but for the old.,0.24,"[-39.347925662994385, -38.36497873812914, -52.294500306248665, -47.99937569350004]",1,2,0.88799214,1.0,1.171,1.0,1.393,B,C,False
3131,RACE-H,In which party does a participant have to be careful with the time?,Speed dating.,Lock and key party.,Dinner in the dark.,Message party.,0.24,"[-14.455999553203583, -16.773013323545456, -33.41520618647337, -16.52808713912964]",0,0,1.0,0.25,1.526,0.0,1.896,A,D,False
3132,RACE-H,"If you go to the Dinner in the dark,   _  .",you have to wear night vision glasses,you have to eat with your hands,guests eat all the courses in the darkness,your dining partners will help you choose the food,0.24,"[-17.05559441447258, -20.85219818353653, -56.25774347782135, -35.524514362215996]",0,1,0.91494054,1.0,3.079,1.0,3.92,A,D,False
3133,RACE-H,How many of the parties offer gifts or prizes?,1.,2.,3.,4.,0.24,"[-12.251277208328247, -14.1313636302948, -14.74575924873352, -15.103830337524414]",0,1,0.99168694,0.0,0.22,0.0,0.285,A,D,False
3134,RACE-H,What's the best title of the passage?,Taking Time Off,"Disadvantages of a ""Gap Year""",Plans after Graduation,How to Apply to College,0.24,"[-18.117080979049206, -33.2952706515789, -45.698960822075605, -22.019246101379395]",0,0,0.9999999,0.25,2.149,0.0,2.758,A,D,False
3135,RACE-H,"Going on a ""gap year"" means   _  .",asking for a year's leave to rest at home,taking a year off to pause and regroup,ignoring the idea of applying to college,travelling around the world before going to college,0.24,"[-42.34647637605667, -24.908345427858876, -34.138624645769596, -57.61082639545202]",1,1,0.99999994,0.75,2.403,0.0,3.27,B,C,False
3136,RACE-H,Which of the following is NOT the benefit of taking a year off?,You'll learn some great life skills.,You'll make full preparation for starting college.,You'll earn much money by taking on a full-time job.,You'll gain a wonderful learning experience by joining in a volunteer organization.,0.24,"[-21.535264313220978, -42.622353464365005, -42.81721225101501, -50.52351801842451]",0,2,0.89728665,0.5,2.156,0.0,2.899,A,D,False
3137,RACE-H,Which of the followings is the sightseeing of Historic Bridgetown?,Traditional houses and rocky caves.,Beautiful houses and nature paths.,Old churches and splendid yachts.,Landmarks and tropical plants.,0.24,"[-33.735920906066895, -53.0748724937439, -36.26088312736829, -32.5918288230896]",3,2,0.8817386,0.0,1.656,0.0,2.048,D,A,False
3138,RACE-H,According to the passage Botanical Garden   _,can make tours dangerous with rocky caves,is full of tropical plants and landmarks,will cost travelers lots of money,may attract lovers of nature,0.24,"[-50.84543752670288, -32.694789215922356, -34.5242644995451, -27.29115453362465]",3,3,0.99999994,0.0,1.757,0.0,2.355,D,A,False
3139,RACE-H,"If travelers prefer something risky in Barbados, they may   _  .",have a guided island tour,see the Botanical Garden,go to Historic Bridgetown,try a rental drive adventure,0.24,"[-20.982173800468445, -20.123252525925636, -22.478634474799037, -21.661853194236755]",1,3,0.82740664,0.75,0.173,0.0,0.236,B,C,False
3140,RACE-H,What should be the best title for the passage?,A Car Adventure of Touring Barbados with Fun,An Island of Historical Appeal as One Expects,Barbados-A Wonderful Place for Sightseeing,"Return to Nature, Know More of the Bajans",0.24,"[-52.318003615830094, -59.09744018316269, -58.49604009091854, -49.248106971383095]",3,2,0.83839494,1.0,0.831,0.0,0.985,D,A,False
3141,RACE-H,A commonly mistaken belief is that    _   .,whales are mammals,whales must have air to breathe,whales' babies drink milk,whales are fish,0.24,"[-32.54564046859741, -38.13042205572128, -44.5284828543663, -32.587687492370605]",0,3,0.93655425,0.0,0.986,0.0,1.198,A,D,False
3142,RACE-H,"In the passage ""mammals"" refer to    _   .",the animals which live in water,the animals which have wings and feathers,the animals which are fed on their mothers' milk,the things which live in earth and have no backbones,0.24,"[-21.14110803604126, -32.207154631614685, -40.56596818566322, -47.08099448680878]",0,2,0.9023018,1.0,1.94,0.0,2.594,A,D,False
3143,RACE-H,Every spring each group of whales    _   .,swim only a few kilometers,return to the same place as they did before,go to different places,go to cold places to bear their young,0.24,"[-37.12188437581062, -20.931769996881485, -13.577031284570694, -21.52455870807171]",2,1,0.8734855,0.25,1.716,0.0,2.354,C,B,False
3144,RACE-H,"When whales talk, it sounds like    _   .",talking,whispering,quarreling,singing,0.24,"[-12.952424049377441, -41.029075622558594, -17.73909741640091, -25.86936855316162]",0,3,0.98155576,0.0,2.131,0.0,2.808,A,D,False
3145,RACE-H,Every year humans kill    _    all over the world.,nearly forty thousand whales,less than four million,about four thousand whales,about fourteen thousand whales,0.24,"[-39.46739709377289, -25.360454201698303, -23.582831740379333, -25.772912561893463]",2,0,0.95769954,0.0,1.272,1.0,1.588,C,B,False
3146,RACE-H,Greg Pal used to  _  .,have great interest in bugs,major in agriculture,be engaged in developing software,study in a business school,0.24,"[-25.466720148921013, -17.25462383031845, -24.864600270986557, -25.033066019415855]",1,2,0.88342255,0.25,0.683,1.0,0.821,B,C,False
3147,RACE-H,"To make the bugs excrete crude oil, Greg Pal has to  _",keep them in an isolated tank,change their genes first,change their usual diet first,kill them for bacteria,0.24,"[-18.058507919311523, -17.639367818832397, -30.029006481170654, -22.106176018714905]",1,1,1.0,0.0,0.995,0.0,1.239,B,C,False
