id,dataset,question,option_0,option_1,option_2,option_3,probing_accuracy,logits,prediction,actual,bertscore_f1,heuristic_dependence_score,reasoning_score,context_fidelity_score,shap_score,contrastive_prediction_original,contrastive_prediction_swapped,contrastive_robust
209,SATACT,"The student wants to make a generalization about the kind of study conducted by Glickman, Brown, and Song. Which choice most effectively uses relevant information from the notes to accomplish this goal?","Based on statistical analysis, Glickman, Brown, and Song claim that John Lennon wrote the verse of “In My Life.”",There is only an 18.9% probability that Paul McCartney wrote the verse for “In My Life”; John Lennon is the more likely author.,"It is likely that John Lennon, not Paul McCartney, wrote the verse for “In My Life.”",Researchers have used statistical methods to address questions of authorship within the field of music.,0.36,"[-69.21487117564538, -70.01533981121611, -58.48422092484543, -54.62272287346423]",3,0,0.87281674,1,1.336,0,1.539,D,A,FALSE
210,SATACT,Which choice completes the text with the most logical transition?,"Specifically,","Next,","For instance,","In sum,",0.36,"[-13.93725699186325, -12.955767273902893, -18.097559928894043, -18.38817948102951]",1,1,0.9900633,0,0.485,0,0.543,B,C,FALSE
211,SATACT,Which choice completes the text with the most logical and precise word or phrase?,replicable,predetermined,operative,latent,0.36,"[-15.64107871055603, -32.5496711730957, -14.91467571258545, -28.20863628387451]",2,0,0.86067694,0,1.542,0,1.763,C,B,FALSE
212,SATACT,"Which choice best describes the function of this ""Many scientists at the time believed that the ocean floor was mostly flat."" sentence in the text as a whole?",It identifies a scientific belief that Tharp and Heezen showed to be wrong.,It describes the design of Tharp and Heezen’s experiment.,It emphasizes a disagreement between Tharp and Heezen.,It presents data to support a claim that Tharp and Heezen made.,0.36,"[-46.434613949561026, -45.38271287456155, -40.80923368962249, -50.77570798480883]",2,0,0.9262909,1,0.709,0,0.997,C,B,FALSE
213,SATACT,Which choice best states the main purpose of the text?,To convey the worries brought about by a new guest,To describe how the characters have changed over time,To contrast the activity indoors with the stillness outside,To depict the setting as the characters await a visitor's arrival,0.36,"[-52.34684844315052, -47.43691301345825, -43.30796867609024, -60.45056141912937]",2,3,0.8612939,1,1.276,1,1.714,C,B,FALSE
214,SATACT,The student wants to specify how the salt enables energy storage. Which choice most effectively uses relevant information from the notes to accomplish this goal? ,"Scientists have developed a freeze-thaw battery that contains molten salt, which liquifies when heated and solidifies at room temperature.","The stored energy in a freeze-thaw battery, which contains molten salt, can be used by reheating the battery. ","When the molten salt in a freeze-thaw battery solidifies at room temperature, energy stops flowing and can be stored in the battery.",Molten salt allows a freeze-thaw battery to retain 92% of its charge after twelve weeks.,0.36,"[-31.80760583630763, -62.81207227765117, -55.80052217654884, -42.1211360595189]",0,3,1,1,2.402,0,3.1,A,D,FALSE
215,SATACT,Which choice completes the text with the most logical and precise word or phrase?,antecedent,impending,innocuous,perpetual,0.36,"[-30.56643319129944, -29.665061950683594, -43.168813705444336, -45.12819004058838]",1,3,0.819402,0,1.412,0,1.546,B,C,FALSE
216,SATACT,"Which choice best describes the function of the portion, “Ever repulsed, yet ever rushing on—Filled with a life that will not know defeat;” in the text as a whole?",It portrays the surroundings as an imposing and intimidating scene.,It characterizes the sea’s waves as a relentless and enduring force.,It conveys the speaker’s ambivalence about the natural world.,It draws a contrast between the sea’s waves and the speaker’s thoughts.,0.36,"[-62.62360107898712, -57.74564325995743, -55.143738836282864, -58.438783627934754]",2,0,0.90328723,1,0.537,0,0.748,C,B,FALSE
217,SATACT,"In the sentence ""This tiny country—about one-sixth of a square mile in all—is also home to a disproportionately large number of sites with great historical, artistic, and which have religious significance."", what is the best answer to replace the phrase ""about one-sixth of a square mile in all—""?",NO CHANGE,"approximately about one-sixth of a square mile, all told—",a grand total sum of about one-sixth of a square mile—,a total of about one-sixth of a square mile when added together—,0.36,"[-19.629826188087463, -46.93975073099136, -39.56932233273983, -43.783690966665745]",0,3,1,0.75,2.127,0,2.731,A,D,FALSE
218,SATACT,"Which of the following most nearly paraphrases Helen Hunt Jackson's statement to Emily Dickinson that ""it is wrong to the day you live in, that you will not sing aloud""?",It is morally reprehensible of you not to let other poets read your work.,It is unacceptable for you to continue writing; you should become a singer.,It is stingy and wrong of you not to read out loud to those who like your work.,It is unfair to this age that you do not share your poetry with the world.,0.36,"[-179.36301469802856, -167.71106910705566, -210.2034478187561, -186.4245138168335]",1,2,0.90664244,1,3.106,1,4.249,B,C,FALSE
219,SATACT,The last paragraph suggests that the formation of synapses occurs most rapidly:,during the first two months of a child's life.,during the first nine months of a child's life.,from the time a child is about six months old until that child is about ten years old.,from the time a child is about one year old until that child is well into adolescence.,0.36,"[-19.992396034300327, -20.031257325783372, -47.46448605507612, -50.75648257136345]",0,2,1,1,2.919,0,3.076,A,D,FALSE
220,SATACT,Which choice most logically completes the text?,"in order to increase their efficiency, authors who currently write their novels largely by hand should instead work only on a computer.",authors who do most of their drafting and revising by hand likely have more success than those who work entirely on a computer.,"novels written by hand take less time to produce, on average, than novels written on a computer do.",there is no way to reasonably evaluate how a work would be different if it had been written by other means.,0.36,"[-91.83188924193382, -78.39193392172456, -94.43887077271938, -61.03391772508621]",3,3,0.8597668,1,2.651,0,3.34,D,A,FALSE
221,SATACT,"Which finding, if true, would most directly support Stöger and her team’s claim?",Giraffes have an excellent sense of vision and can see in color.,The giraffes only produced the humming sounds at night when they couldn’t see one another.,Wild giraffes have never been recorded making humming sounds.,Researchers observed other animals in European zoos humming.,0.36,"[-64.75742400437593, -49.392958430806175, -38.971155539155006, -50.0951674238313]",2,2,0.8801895,0.5,1.836,0,2.579,C,B,FALSE
222,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,suggested,suggests,had suggested,was suggesting,0.36,"[-24.797539710998535, -22.560784816741943, -17.40617322921753, -17.208077430725098]",3,2,0.8947086,0,0.657,1,0.759,D,A,FALSE
223,SATACT,Which quotation from a translation of “The Poet Walt Whitman” most effectively illustrates the claim?,"“Poetry, which brings together or separates, which fortifies or brings anguish, which shores up or demolishes souls, which gives or robs men of faith and vigor, is more necessary to a people than industry itself, for industry provides them with a means of subsistence, while literature gives them the desire and strength for life.”","“Every society brings to literature its own form of expression, and the history of the nations can be told with greater truth by the stages of literature than by chronicles and decades.”","“Where will a race of men go when they have lost the habit of thinking with faith about the scope and meaning of their actions? The best among them, those who consecrate Nature with their sacred desire for the future, will lose, in a sordid and painful annihilation, all stimulus to alleviate the ugliness of humanity.”","“Listen to the song of this hardworking and satisfied nation; listen to Walt Whitman. The exercise of himself exalts him to majesty, tolerance exalts him to justice, and order to joy.”",0.36,"[-248.96024761209264, -141.98290970921516, -261.36714835837483, -188.93715474987403]",1,2,0.85357803,1,9.605,0,11.938,B,C,FALSE
224,SATACT,Which choice completes the text with the most logical transition? ,Instead,"For example, ","Later, ","In other words,",0.36,"[-12.3191556930542, -21.010561525821686, -17.608694434165955, -16.89275172352791]",0,2,1,0,0.619,0,0.869,A,D,FALSE
225,SATACT,Which choice completes the text with the most logical transition?,"Instead,","Still,","Specifically,","Second,",0.24,"[-14.014262914657593, -13.41891324520111, -14.302410334348679, -9.698242627084255]",3,0,0.9991907,0,0.37,1,0.46,D,A,FALSE
226,SATACT,Which choice completes the text with the most logical transition?,"Additionally,","For example,","Nevertheless,","Today,",0.24,"[-13.312412396073341, -17.41780126094818, -13.487981796264648, -13.766896486282349]",0,0,0.9999999,0,0.339,0,0.411,A,D,FALSE
227,SATACT,The student wants to emphasize the role a misconception played in the naming of a place. Which choice most effectively uses relevant information from the notes to accomplish this goal?,The novel Las sergas de Esplandián featured a fictional island known as California.,"To the south of the US state of California lies Baja California (“Lower California”), originally called California after a fictional place.","In the sixteenth century, Spanish explorers learned of a peninsula off the west coast of Mexico and called it California.","Thinking it was an island, Spanish explorers called a peninsula California after an island in a popular novel.",0.24,"[-49.69830505922437, -75.73559521185234, -48.07622415293008, -72.82347294688225]",2,1,0.83829224,1,2.55,0,2.766,C,B,FALSE
228,SATACT,Which choice best describes the overall structure of the text?,"It details the shortcomings of certain historical sources, then argues that research should avoid those sources altogether.","It describes a problem that arises in research on a particular topic, then sketches a historian’s approach to addressing that problem.","It lists the advantages of a particular research method, then acknowledges a historian’s criticism of that method.","It characterizes a particular topic as especially challenging to research, then suggests a related topic for historians to pursue instead.",0.24,"[-78.09233298897743, -72.77328910212964, -76.11597395315766, -102.94975256919861]",1,3,0.89964473,1,2.394,1,3.018,B,C,FALSE
229,SATACT,"In the sentence ""The few times that I’ve helped a friend with yard work has given me the joy of touching the soil with an open palm, to get the earth under my fingernails, of patting down the berm around a newly transplanted sapling."", what is the best answer to replace the phrase ""to get""?",NO CHANGE,with getting,of getting,got,0.24,"[-20.087378442287445, -22.9200496673584, -17.807435989379883, -16.098264694213867]",3,1,0.85252386,0.5,0.512,0,0.682,D,A,FALSE
230,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,they’re,their,its,it’s,0.24,"[-24.566893935203552, -15.140223503112793, -12.4516019821167, -15.50348336994648]",2,1,0.87405586,0,0.914,0,1.212,C,B,FALSE
231,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English? ,published ,publishing,having published ,to publish,0.24,"[-18.262251377105713, -27.19639778137207, -24.426372289657593, -17.163655281066895]",3,3,0.87229204,0.25,0.837,0,1.003,D,A,FALSE
232,SATACT,"Which finding, if true, would most directly undermine Foster’s hypothesis?","At some sites in the study, eelgrass meadows are found near otter populations that are small and have only recently been reintroduced.","At several sites not included in the study, there are large, well-established sea otter populations but no eelgrass meadows.","At several sites not included in the study, eelgrass meadows’ health correlates negatively with the length of residence and size of otter populations.","At some sites in the study, the health of plants unrelated to eelgrass correlates negatively with the length of residence and size of otter populations.",0.24,"[-85.78497383277863, -85.08507130667567, -84.51948601566255, -98.43595899268985]",2,3,0.9190433,1,1.156,1,1.392,C,B,FALSE
233,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"value, but",value,"value,",value but,0.24,"[-18.761292934417725, -13.27390193939209, -15.750134229660034, -20.013410568237305]",1,3,0.8521777,0,0.526,0,0.674,B,C,FALSE
234,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"apiary,","apiary, and",apiary and,apiary,0.24,"[-15.351767420768738, -17.741646647453308, -16.619078159332275, -13.37001085281372]",3,0,0.9418394,0.5,0.325,0,0.437,D,A,FALSE
235,SATACT,Which choice best states the main purpose of the text?,To offer Tom's assurance that the play will be inoffensive and involve only a small number of people,To clarify that the play will not be performed in the manner Tom had originally intended,To elaborate on the idea that the people aroundTom lack the skills to successfully stage a play,To assert that Tom believes the group performing the play will be able to successfully promote it,0.24,"[-59.82885294687003, -61.30552303791046, -84.04298096895218, -73.22723950259387]",0,3,0.99999994,1,1.965,1,2.421,A,D,FALSE
236,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,they,one,you,it,0.24,"[-13.32757568359375, -12.032712936401367, -13.35753059387207, -10.503541946411133]",3,3,0.9985035,0.25,0.234,0,0.285,D,A,FALSE
237,SATACT,The student wants to provide an overview of the matsutake commodity chain. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"The contemporary matsutake commodity chain has its origins in the 1980s when, according to Tsing, “the scarcity of matsutake in Japan first became clear.”","Commodity chains include the linked production and purchase of commodities, such as the matsutake mushroom, on the world market.","Decades after the Japanese import of matsutake began, a commodity chain now links matsutake pickers in Oregon with wealthy consumers of the costly mushrooms in Japan.",Wealthy consumers who buy the costly mushrooms in Japan are at one end of the matsutake commodity chain.,0.24,"[-63.87666412699036, -65.3023361377418, -78.54469577502459, -68.36505004344508]",0,1,1,1,1.146,1,1.467,A,D,FALSE
238,SATACT,"In the sentence ""At the very low tides of the full moon, when almost all the water was sucked away, we found the hideaways where crabs, snails, starfish, and sea urchins hid in order not to be seen."", what is the best answer to replace the phrase ""hideaways where crabs, snails, starfish, and sea urchins hid in order not to be seen.""?",NO CHANGE,"hideouts where crabs, snails, starfish, and sea urchins concealed and hid themselves.","places where crabs, snails, starfish, and sea urchins were stashed away.","hiding places of crabs, snails, starfish, and sea urchins.",0.24,"[-18.307645559310913, -47.75727603244013, -48.73280394686299, -44.163333548087394]",0,2,1,1,2.498,0,3.043,A,D,FALSE
239,SATACT,Which choice completes the text with the most logical and precise word or phrase?,indicated by,handmade from,represented by,collected with,0.24,"[-33.04150176048279, -31.287593841552734, -17.3892023563385, -35.368168354034424]",2,3,0.99627924,0.25,1.402,0,1.798,C,B,FALSE
240,SATACT,Which choice completes the text with the most logical and precise word or phrase?,weaken,praise,popularize,isolate,0.24,"[-26.929088592529297, -26.402599334716797, -15.188906908035278, -26.26781177520752]",2,3,0.8668956,0,0.984,0,1.174,C,B,FALSE
241,SATACT,"In the sentence ""Each player holds a set of pipes so that both sets are connected to the other set by a string, as if to suggest that those two antaras should be played together."", what is the best answer to replace the phrase ""so that both sets are""?",NO CHANGE,in such a way that both sets are,with both sets being,OMIT the underlined portion.,0.24,"[-20.37287935614586, -25.40256044268608, -21.974169373512268, -37.46561408042908]",0,3,1,0.75,1.339,0,1.709,A,D,FALSE
242,SATACT,The student wants to contrast the emissivity of reflective metal fibers with that of silicon carbide fibers. Which choice most effectively uses relevant information from the notes to accomplish this goal?,The ability of reflective metal fibers and silicon carbide fibers to emit heat was determined by an analysis of each material’s emissivity.,"The amount of heat a material absorbs is equal to the amount it emits, as evidenced in Abebe’s analyses.","Though the reflective metal fibers and silicon carbide fibers had different rates of emissivity, Abebe planned to use both in a garment.","Whereas the reflective metal fibers had an emissivity of just 0.02, the silicon carbide fibers absorbed large amounts of heat, resulting in an emissivity of 0.74.",0.24,"[-65.36938192695379, -59.12870270572603, -74.66687022149563, -51.41509101097472]",3,1,0.90654755,1,1.704,1,2.325,D,A,FALSE
243,SATACT,Which choice completes the text with the most logical transition?,"for example,","by contrast,","nevertheless,","therefore,",0.24,"[-17.13633242249489, -19.143883228302002, -33.627068281173706, -28.094390034675598]",0,2,1,0,1.338,0,1.649,A,D,FALSE
244,SATACT,"Which choice best describes the function of the portion, ""who, however brave-hearted, and even much of a dare-devil upon a pinch, seems nevertheless to have evinced, throughout many parts of his career, a singular patience and mildness"" in the text as a whole?",It implies that Israel treasures a particular characteristic of his personality when that characteristic should usually be regarded as a flaw.,"It suggests that if not for a certain aspect of his character, Israel might not have been as easily thwarted in his ambition to establish a farm.",It shows why Israel would not have been able to undertake the enormous amount of labor necessary to run a farm even if he had owned the necessary property.,"It explains why, when the situation requires it, Israel is able to undertake courageous acts that others would generally avoid.",0.24,"[-87.06371188163757, -83.86888548731804, -108.7649941816926, -89.3554352298379]",1,2,0.87493205,1,1.945,1,2.49,B,C,FALSE
245,SATACT,Which choice best states the main purpose of the text?,To examine how Derksen’s musical compositions blend cultures,To argue that Derksen should be recognized for creating a new style of music,To describe the difficulties Derksen encountered when producing her album,To establish a contrast between Derksen’s classical training and her Cree heritage,0.24,"[-55.032418163493276, -56.33686436386779, -50.64221376599744, -67.61030022334307]",2,0,0.9068383,0.75,1.252,0,1.697,C,B,FALSE
246,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,of,"of,",of—,of:,0.24,"[-11.150276184082031, -18.24221134185791, -19.60235595703125, -17.68502950668335]",0,2,1,0.25,0.652,0,0.845,A,D,FALSE
247,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,One,That,This,These,0.24,"[-10.617403030395508, -10.759298324584961, -9.164669036865234, -10.493185043334961]",2,0,0.99981916,0.25,0.128,0,0.159,C,B,FALSE
248,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,poems putatively written by the novel’s,poem’s putatively written by the novel’s,poem’s putatively written by the novels’,poems putatively written by the novels’,0.24,"[-52.14256944227964, -61.942178988363594, -66.39950070343912, -55.72166009945795]",0,1,1,1,1.101,0,1.426,A,D,FALSE
249,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,"California,",California:,California—,California,0.24,"[-15.55441427230835, -15.988460063934326, -18.338647842407227, -12.747289657592773]",3,0,0.9730513,0,0.397,0,0.559,D,A,FALSE
250,SATACT,The student wants to emphasize a difference between the two books. Which choice most effectively uses relevant information from the notes to accomplish this goal?,"Although both are powerful works of literature that contributed to new legislation, Equiano’s book is an autobiography, while Sinclair’s is fictional.","They may have written about different topics, but Equiano and Sinclair both influenced readers.","The 1807 Slave Trade Act resulted in part from a book by Equiano, while the 1906 Pure Food and Drug Act resulted in part from a book by Sinclair.","The Interesting Narrative of the Life of Olaudah Equiano and The Jungle are two works of literature that contributed to new legislation (concerning the slave trade and food safety, respectively).",0.357,"[-51.452817987068556, -75.75305272475816, -59.21747127670096, -79.53371849129326]",0,0,1,0.75,2.313,1,2.808,A,D,FALSE
251,SATACT,Which choice completes the text with the most logical and precise word or phrase?,verifying,multiplying,comforting,ensuring,0.357,"[-24.974488258361816, -45.483259201049805, -28.372471809387207, -26.83031177520752]",0,2,1.0000001,0,1.642,0,2.051,A,D,FALSE
252,SATACT,Which choice completes the text with the most logical transition?,"For instance,","By contrast,","Specifically,","In conclusion,",0.357,"[-18.418742567300797, -17.607116654515266, -14.07599750161171, -17.00366985797882]",2,3,0.90136796,0,0.328,0,0.434,C,B,FALSE
253,SATACT,Which choice best describes the overall structure of the text?,It presents alternating descriptions of night in a rural area and in a city.,"It sketches an image of nightfall, then an image of sunrise.",It makes an extended comparison of night to a human being.,It portrays how night changes from one season of the year to the next.,0.357,"[-60.293844267725945, -54.27403002604842, -53.33937567472458, -56.40692777559161]",2,1,0.88996303,1,0.535,1,0.695,C,B,FALSE
254,SATACT,Which choice completes the text with the most logical and precise word or phrase?,attached,collected,followed,replaced,0.357,"[-31.054454803466797, -30.441570281982422, -24.33253765106201, -29.248750686645508]",2,2,0.99938405,0,0.529,0,0.672,C,B,FALSE
255,SATACT,Which choice completes the text with the most logical and precise word or phrase?,surmised,contrived,questioned,regretted,0.357,"[-17.109352707862854, -18.742580890655518, -30.688998222351074, -42.301645278930664]",0,3,1,0,2.034,1,2.519,A,D,FALSE
256,SATACT,"Which finding, if true, would most directly support Barboza and Trejos's claim?",Many marketplaces require entrepreneurs to pay marketplace operators a fixed percentage of each day's proceeds in exchange for permission to sell goods there.,"Rural entrepreneurs can typically sell their goods for higher prices in cities than in their home areas, but the number of people selling competing goods tends to be higher in cities.","Due to the lower costs they incur, rural entrepreneurs tend to require smaller initial loans than urban entrepreneurs do.",The cost to rural entrepreneurs to bring their goods to towns with marketplaces is high but largely independent of the number of goods they bring.,0.357,"[-107.30034137843177, -134.09074459597468, -77.29304184764624, -114.5415727198124]",2,3,0.8543395,0.5,4.082,0,5.68,C,B,FALSE
257,SATACT,Which choice completes the text with the most logical and precise word or phrase?,dispute,withdraw,underscore,invalidate,0.357,"[-40.45441722869873, -26.160643577575684, -31.164894104003906, -24.258286215364933]",3,3,0.88763195,0,1.254,1,1.62,D,A,FALSE
258,SATACT,Which choice best describes the overall structure of the text?,The speaker argues against interfering with nature and then gives evidence supporting this interference.,The speaker presents an account of efforts to dominate nature and then cautions that such efforts are only temporary.,The speaker provides examples of an admirable way of approaching nature and then challenges that approach.,The speaker describes attempts to control nature and then offers a reminder that not all nature is controllable.,0.357,"[-76.43501798808575, -84.79457576572895, -84.96216928958893, -79.01835392881185]",0,1,1.0000001,1,0.738,0,0.853,A,D,FALSE
259,SATACT,"Which finding, if true, would most directly support the student's claim?","Chambi took many commissioned portraits of wealthy Peruvians, but he also produced hundreds of images carefully documenting the peoples, sites, and customs of Indigenous communities of the Andes.","Chambi's photographs demonstrate a high level of technical skill, as seen in his strategic use of illumination to create dramatic light and shadow contrasts.","During his lifetime, Chambi was known and celebrated both within and outside his native Peru, as his work was published in places like Argentina, Spain, and Mexico.",Some of the peoples and places Chambi photographed had long been popular subjects for Peruvian photographers.,0.357,"[-98.77216327004135, -95.33444969216362, -93.58622886380181, -85.1879542444367]",3,0,0.8786899,1,1,0,1.358,D,A,FALSE
260,SATACT,"In the sentence ""Accordingly, St. Peter’s Basilica, the largest cathedral in the Northern Hemisphere, is remarkable."", what is the best answer to replace the phrase ""Accordingly""?",NO CHANGE,"Indeed,","For instance,",OMIT the underlined portion,0.357,"[-19.63385933637619, -11.674549371004105, -18.941842675209045, -33.18324160575867]",1,0,0.82711214,0.5,1.554,0,2.151,B,C,FALSE
261,SATACT,Which choice completes the text so that it conforms to the conventions of Standard English?,Moon’s,Moons,Moons’,Moon,0.357,"[-23.040963754057884, -26.705371856689453, -36.96170377731323, -13.569639205932617]",3,3,0.9065879,0,1.675,0,2.339,D,A,FALSE
262,SATACT,Which choice completes the text with the most logical and precise word or phrase?,delegate,compose,interpret,renounce,0.357,"[-28.509909629821777, -27.8126859664917, -13.41219711303711, -17.601871013641357]",2,0,0.99960023,0,1.301,0,1.51,C,B,FALSE
263,SATACT,Which choice completes the text with the most logical transition?,"For instance,","By contrast,","Specifically,","In conclusion,",0.357,"[-18.45176574587822, -17.64904372394085, -14.051794052124023, -17.01062512397766]",2,3,0.90136796,0,0.332,0,0.44,C,B,FALSE
